sample_id,source_dataset,participant_id,label_lsm,label_group,label_status,split_external,video_internal_path,source_filename_stem,feature_status,feature_path,feature_error
mendeley_labeled611_P06_314c47bec072e1d2,67htnzmwbb.1,P06,v,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_1_5_Izquierda/Ciclo_1_5_Izquierda_v.mp4,Ciclo_1_5_Izquierda_v,pending,,
mendeley_labeled611_P06_7b43756bd0a3ed0f,67htnzmwbb.1,P06,v,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_2_5_Derecha/Ciclo_2_5_Derecha_v.mp4,Ciclo_2_5_Derecha_v,pending,,
mendeley_labeled611_P06_fdbac09d13de7efc,67htnzmwbb.1,P06,v,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_2_5_Izquierda/Ciclo_2_5_Izquierda_v.mp4,Ciclo_2_5_Izquierda_v,pending,,
mendeley_labeled611_P06_d480c60e95b507e4,67htnzmwbb.1,P06,v,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_3_5_Derecha/Ciclo_3_5_Derecha_v.mp4,Ciclo_3_5_Derecha_v,pending,,
mendeley_labeled611_P06_3ce848cb0a11bc64,67htnzmwbb.1,P06,v,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_3_5_Izquierda/Ciclo_3_5_Izquierda_v.mp4,Ciclo_3_5_Izquierda_v,pending,,
mendeley_labeled611_P06_22adc7e57f53dc46,67htnzmwbb.1,P06,v,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_4_5_Derecha/Ciclo_4_5_Derecha_v.mp4,Ciclo_4_5_Derecha_v,pending,,
mendeley_labeled611_P06_ac680793f09e0d13,67htnzmwbb.1,P06,v,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_4_5_Izquierda/Ciclo_4_5_Izquierda_v.mp4,Ciclo_4_5_Izquierda_v,pending,,
mendeley_labeled611_P06_f90d15ef57543bca,67htnzmwbb.1,P06,v,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_5_5_Derecha/Ciclo_5_5_Derecha_v.mp4,Ciclo_5_5_Derecha_v,pending,,
mendeley_labeled611_P06_9d73e6190444825f,67htnzmwbb.1,P06,v,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_5_5_Izquierda/Ciclo_5_5_Izquierda_v.mp4,Ciclo_5_5_Izquierda_v,pending,,
mendeley_labeled611_P06_35af6f4120483f40,67htnzmwbb.1,P06,w,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_1_5_Derecha/Ciclo_1_5_Derecha_w.mp4,Ciclo_1_5_Derecha_w,pending,,
mendeley_labeled611_P06_de16ff4ef743746b,67htnzmwbb.1,P06,w,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_1_5_Izquierda/Ciclo_1_5_Izquierda_w.mp4,Ciclo_1_5_Izquierda_w,pending,,
mendeley_labeled611_P06_db05a8ca49386b34,67htnzmwbb.1,P06,w,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_2_5_Derecha/Ciclo_2_5_Derecha_w.mp4,Ciclo_2_5_Derecha_w,pending,,
mendeley_labeled611_P06_c8b76b2f0ff6d88a,67htnzmwbb.1,P06,w,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_2_5_Izquierda/Ciclo_2_5_Izquierda_w.mp4,Ciclo_2_5_Izquierda_w,pending,,
mendeley_labeled611_P06_4237a2a20d1c301a,67htnzmwbb.1,P06,w,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_3_5_Derecha/Ciclo_3_5_Derecha_w.mp4,Ciclo_3_5_Derecha_w,pending,,
mendeley_labeled611_P06_1d0de2f0165d5d94,67htnzmwbb.1,P06,w,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_3_5_Izquierda/Ciclo_3_5_Izquierda_w.mp4,Ciclo_3_5_Izquierda_w,pending,,
mendeley_labeled611_P06_43403a68991b8ab2,67htnzmwbb.1,P06,w,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_4_5_Derecha/Ciclo_4_5_Derecha_w.mp4,Ciclo_4_5_Derecha_w,pending,,
mendeley_labeled611_P06_db6040e107ec4ca3,67htnzmwbb.1,P06,w,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_4_5_Izquierda/Ciclo_4_5_Izquierda_w.mp4,Ciclo_4_5_Izquierda_w,pending,,
mendeley_labeled611_P06_61c5f294c376e700,67htnzmwbb.1,P06,w,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_5_5_Derecha/Ciclo_5_5_Derecha_w.mp4,Ciclo_5_5_Derecha_w,pending,,
mendeley_labeled611_P06_ae45c1e54c4b4260,67htnzmwbb.1,P06,w,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_5_5_Izquierda/Ciclo_5_5_Izquierda_w.mp4,Ciclo_5_5_Izquierda_w,pending,,
mendeley_labeled611_P06_e4a315852fda0b72,67htnzmwbb.1,P06,x,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_1_5_Derecha/Ciclo_1_5_Derecha_x.mp4,Ciclo_1_5_Derecha_x,pending,,
mendeley_labeled611_P06_975e4d79aa4ba86c,67htnzmwbb.1,P06,x,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_1_5_Izquierda/Ciclo_1_5_Izquierda_x.mp4,Ciclo_1_5_Izquierda_x,pending,,
mendeley_labeled611_P06_cc9743585951e555,67htnzmwbb.1,P06,x,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_2_5_Derecha/Ciclo_2_5_Derecha_x.mp4,Ciclo_2_5_Derecha_x,pending,,
mendeley_labeled611_P06_dc99746bda2c0ee6,67htnzmwbb.1,P06,x,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_2_5_Izquierda/Ciclo_2_5_Izquierda_x.mp4,Ciclo_2_5_Izquierda_x,pending,,
mendeley_labeled611_P06_45288dcf962b75ce,67htnzmwbb.1,P06,x,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_3_5_Derecha/Ciclo_3_5_Derecha_x.mp4,Ciclo_3_5_Derecha_x,pending,,
mendeley_labeled611_P06_dec0b28856d466af,67htnzmwbb.1,P06,x,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_3_5_Izquierda/Ciclo_3_5_Izquierda_x.mp4,Ciclo_3_5_Izquierda_x,pending,,
mendeley_labeled611_P06_acf21b23b38a50ce,67htnzmwbb.1,P06,x,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_4_5_Derecha/Ciclo_4_5_Derecha_x.mp4,Ciclo_4_5_Derecha_x,pending,,
mendeley_labeled611_P06_0939f6bdd31f3adf,67htnzmwbb.1,P06,x,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_4_5_Izquierda/Ciclo_4_5_Izquierda_x.mp4,Ciclo_4_5_Izquierda_x,pending,,
mendeley_labeled611_P06_cb18d81be97ee6da,67htnzmwbb.1,P06,x,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_5_5_Derecha/Ciclo_5_5_Derecha_x.mp4,Ciclo_5_5_Derecha_x,pending,,
mendeley_labeled611_P06_aaaf77d1c5d6104a,67htnzmwbb.1,P06,x,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_5_5_Izquierda/Ciclo_5_5_Izquierda_x.mp4,Ciclo_5_5_Izquierda_x,pending,,
mendeley_labeled611_P06_62904d099e28fe04,67htnzmwbb.1,P06,y,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_1_5_Derecha/Ciclo_1_5_Derecha_y.mp4,Ciclo_1_5_Derecha_y,pending,,
mendeley_labeled611_P06_6357bb7b5a1c6d92,67htnzmwbb.1,P06,y,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_1_5_Izquierda/Ciclo_1_5_Izquierda_y.mp4,Ciclo_1_5_Izquierda_y,pending,,
mendeley_labeled611_P06_fd7a4ab080a86216,67htnzmwbb.1,P06,y,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_2_5_Derecha/Ciclo_2_5_Derecha_y.mp4,Ciclo_2_5_Derecha_y,pending,,
mendeley_labeled611_P06_c085a51b2a3b720e,67htnzmwbb.1,P06,y,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_2_5_Izquierda/Ciclo_2_5_Izquierda_y.mp4,Ciclo_2_5_Izquierda_y,pending,,
mendeley_labeled611_P06_0bdac4c5ea046157,67htnzmwbb.1,P06,y,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_3_5_Derecha/Ciclo_3_5_Derecha_y.mp4,Ciclo_3_5_Derecha_y,pending,,
mendeley_labeled611_P06_e1845007af46c95e,67htnzmwbb.1,P06,y,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_3_5_Izquierda/Ciclo_3_5_Izquierda_y.mp4,Ciclo_3_5_Izquierda_y,pending,,
mendeley_labeled611_P06_b27398f51ce4bae8,67htnzmwbb.1,P06,y,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_4_5_Derecha/Ciclo_4_5_Derecha_y.mp4,Ciclo_4_5_Derecha_y,pending,,
mendeley_labeled611_P06_644b6a3f8e8774db,67htnzmwbb.1,P06,y,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_4_5_Izquierda/Ciclo_4_5_Izquierda_y.mp4,Ciclo_4_5_Izquierda_y,pending,,
mendeley_labeled611_P06_15d733c78dc0efac,67htnzmwbb.1,P06,y,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_5_5_Derecha/Ciclo_5_5_Derecha_y.mp4,Ciclo_5_5_Derecha_y,pending,,
mendeley_labeled611_P06_16295cba743d561b,67htnzmwbb.1,P06,y,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_5_5_Izquierda/Ciclo_5_5_Izquierda_y.mp4,Ciclo_5_5_Izquierda_y,pending,,
mendeley_labeled611_P06_ae06cc35aac1aeee,67htnzmwbb.1,P06,z,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_1_5_Derecha/Ciclo_1_5_Derecha_z.mp4,Ciclo_1_5_Derecha_z,pending,,
mendeley_labeled611_P06_ce034931d9929788,67htnzmwbb.1,P06,z,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_1_5_Izquierda/Ciclo_1_5_Izquierda_z.mp4,Ciclo_1_5_Izquierda_z,pending,,
mendeley_labeled611_P06_562ca8c436d438b2,67htnzmwbb.1,P06,z,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_2_5_Derecha/Ciclo_2_5_Derecha_z.mp4,Ciclo_2_5_Derecha_z,pending,,
mendeley_labeled611_P06_00a38c922247efd8,67htnzmwbb.1,P06,z,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_2_5_Izquierda/Ciclo_2_5_Izquierda_z.mp4,Ciclo_2_5_Izquierda_z,pending,,
mendeley_labeled611_P06_681edf464e49c11d,67htnzmwbb.1,P06,z,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_3_5_Derecha/Ciclo_3_5_Derecha_z.mp4,Ciclo_3_5_Derecha_z,pending,,
mendeley_labeled611_P06_63fccb024ad83e45,67htnzmwbb.1,P06,z,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_3_5_Izquierda/Ciclo_3_5_Izquierda_z.mp4,Ciclo_3_5_Izquierda_z,pending,,
mendeley_labeled611_P06_d03488e0afc0d955,67htnzmwbb.1,P06,z,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_4_5_Derecha/Ciclo_4_5_Derecha_z.mp4,Ciclo_4_5_Derecha_z,pending,,
mendeley_labeled611_P06_e8c04b52d617a7c9,67htnzmwbb.1,P06,z,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_4_5_Izquierda/Ciclo_4_5_Izquierda_z.mp4,Ciclo_4_5_Izquierda_z,pending,,
mendeley_labeled611_P06_a8b4e819adc6df0a,67htnzmwbb.1,P06,z,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_5_5_Derecha/Ciclo_5_5_Derecha_z.mp4,Ciclo_5_5_Derecha_z,pending,,
mendeley_labeled611_P06_5420d37152c65511,67htnzmwbb.1,P06,z,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_5_5_Izquierda/Ciclo_5_5_Izquierda_z.mp4,Ciclo_5_5_Izquierda_z,pending,,
mendeley_labeled611_P06_a24183298f902992,67htnzmwbb.1,P06,ñ,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_1_5_Derecha/Ciclo_1_5_Derecha_ñ.mp4,Ciclo_1_5_Derecha_ñ,pending,,
mendeley_labeled611_P06_ec04895e8a0abad2,67htnzmwbb.1,P06,ñ,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_2_5_Derecha/Ciclo_2_5_Derecha_ñ.mp4,Ciclo_2_5_Derecha_ñ,pending,,
mendeley_labeled611_P06_d4951740b45b6d62,67htnzmwbb.1,P06,ñ,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_2_5_Izquierda/Ciclo_2_5_Izquierda_ñ.mp4,Ciclo_2_5_Izquierda_ñ,pending,,
mendeley_labeled611_P06_042aa05091229bcf,67htnzmwbb.1,P06,ñ,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_3_5_Derecha/Ciclo_3_5_Derecha_ñ.mp4,Ciclo_3_5_Derecha_ñ,pending,,
mendeley_labeled611_P06_242305a953a8a58a,67htnzmwbb.1,P06,ñ,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_4_5_Derecha/Ciclo_4_5_Derecha_ñ.mp4,Ciclo_4_5_Derecha_ñ,pending,,
mendeley_labeled611_P06_ef39410c1b7ae7d0,67htnzmwbb.1,P06,ñ,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_4_5_Izquierda/Ciclo_4_5_Izquierda_ñ.mp4,Ciclo_4_5_Izquierda_ñ,pending,,
mendeley_labeled611_P06_ba96131440e9e0dc,67htnzmwbb.1,P06,ñ,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_5_5_Derecha/Ciclo_5_5_Derecha_ñ.mp4,Ciclo_5_5_Derecha_ñ,pending,,
mendeley_labeled611_P06_53301c2494f9d036,67htnzmwbb.1,P06,1,number,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_1_5_Derecha/Ciclo_1_5_Derecha_1.mp4,Ciclo_1_5_Derecha_1,pending,,
mendeley_labeled611_P06_118ac51d25b415ab,67htnzmwbb.1,P06,1,number,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_1_5_Izquierda/Ciclo_1_5_Izquierda_1.mp4,Ciclo_1_5_Izquierda_1,pending,,
mendeley_labeled611_P06_a262bf06c2836f0b,67htnzmwbb.1,P06,1,number,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_2_5_Derecha/Ciclo_2_5_Derecha_1.mp4,Ciclo_2_5_Derecha_1,pending,,
mendeley_labeled611_P06_abe5bedfc10156fc,67htnzmwbb.1,P06,1,number,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_2_5_Izquierda/Ciclo_2_5_Izquierda_1.mp4,Ciclo_2_5_Izquierda_1,pending,,
mendeley_labeled611_P06_0e64f404dc39005d,67htnzmwbb.1,P06,1,number,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_3_5_Derecha/Ciclo_3_5_Derecha_1.mp4,Ciclo_3_5_Derecha_1,pending,,
mendeley_labeled611_P06_5da235f411a6a07f,67htnzmwbb.1,P06,1,number,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_3_5_Izquierda/Ciclo_3_5_Izquierda_1.mp4,Ciclo_3_5_Izquierda_1,pending,,
mendeley_labeled611_P06_88e772846000fb52,67htnzmwbb.1,P06,1,number,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_4_5_Derecha/Ciclo_4_5_Derecha_1.mp4,Ciclo_4_5_Derecha_1,pending,,
mendeley_labeled611_P06_fe2fec851847cf16,67htnzmwbb.1,P06,1,number,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_4_5_Izquierda/Ciclo_4_5_Izquierda_1.mp4,Ciclo_4_5_Izquierda_1,pending,,
mendeley_labeled611_P06_de50cd2e0ce2110a,67htnzmwbb.1,P06,1,number,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_5_5_Derecha/Ciclo_5_5_Derecha_1.mp4,Ciclo_5_5_Derecha_1,pending,,
mendeley_labeled611_P06_57c4b3e67c6795b0,67htnzmwbb.1,P06,1,number,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_5_5_Izquierda/Ciclo_5_5_Izquierda_1.mp4,Ciclo_5_5_Izquierda_1,pending,,
mendeley_labeled611_P06_f311c99b7c6dcfbc,67htnzmwbb.1,P06,10,number,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_1_5_Derecha/Ciclo_1_5_Derecha_10.mp4,Ciclo_1_5_Derecha_10,pending,,
mendeley_labeled611_P06_74ba60d10246c33c,67htnzmwbb.1,P06,10,number,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_1_5_Izquierda/Ciclo_1_5_Izquierda_10.mp4,Ciclo_1_5_Izquierda_10,pending,,
mendeley_labeled611_P06_25a77a0ae1b9f1d7,67htnzmwbb.1,P06,10,number,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_2_5_Derecha/Ciclo_2_5_Derecha_10.mp4,Ciclo_2_5_Derecha_10,pending,,
mendeley_labeled611_P06_e7fb4e965553702d,67htnzmwbb.1,P06,10,number,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_2_5_Izquierda/Ciclo_2_5_Izquierda_10.mp4,Ciclo_2_5_Izquierda_10,pending,,
mendeley_labeled611_P06_39ea982e9187c470,67htnzmwbb.1,P06,10,number,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_3_5_Derecha/Ciclo_3_5_Derecha_10.mp4,Ciclo_3_5_Derecha_10,pending,,
mendeley_labeled611_P06_85d8ee22dfa2a760,67htnzmwbb.1,P06,10,number,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_3_5_Izquierda/Ciclo_3_5_Izquierda_10.mp4,Ciclo_3_5_Izquierda_10,pending,,
mendeley_labeled611_P06_e70301a53ffdbe07,67htnzmwbb.1,P06,10,number,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_4_5_Derecha/Ciclo_4_5_Derecha_10.mp4,Ciclo_4_5_Derecha_10,pending,,
mendeley_labeled611_P06_eb00445110133684,67htnzmwbb.1,P06,10,number,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_4_5_Izquierda/Ciclo_4_5_Izquierda_10.mp4,Ciclo_4_5_Izquierda_10,pending,,
mendeley_labeled611_P06_adfcdca5aaea6262,67htnzmwbb.1,P06,10,number,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_5_5_Derecha/Ciclo_5_5_Derecha_10.mp4,Ciclo_5_5_Derecha_10,pending,,
mendeley_labeled611_P06_3cb9a8ddd26688bb,67htnzmwbb.1,P06,10,number,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_5_5_Izquierda/Ciclo_5_5_Izquierda_10.mp4,Ciclo_5_5_Izquierda_10,pending,,
mendeley_labeled611_P06_8c84d0726ff18d80,67htnzmwbb.1,P06,2,number,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_1_5_Derecha/Ciclo_1_5_Derecha_2.mp4,Ciclo_1_5_Derecha_2,pending,,
mendeley_labeled611_P06_b9eeaf42eed69a0f,67htnzmwbb.1,P06,2,number,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_1_5_Izquierda/Ciclo_1_5_Izquierda_2.mp4,Ciclo_1_5_Izquierda_2,pending,,
mendeley_labeled611_P06_bb01160ce9241bd1,67htnzmwbb.1,P06,2,number,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_2_5_Derecha/Ciclo_2_5_Derecha_2.mp4,Ciclo_2_5_Derecha_2,pending,,
mendeley_labeled611_P06_4ab6f45516a75ff6,67htnzmwbb.1,P06,2,number,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_2_5_Izquierda/Ciclo_2_5_Izquierda_2.mp4,Ciclo_2_5_Izquierda_2,pending,,
mendeley_labeled611_P06_1afdf22dbe384951,67htnzmwbb.1,P06,2,number,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_3_5_Derecha/Ciclo_3_5_Derecha_2.mp4,Ciclo_3_5_Derecha_2,pending,,
mendeley_labeled611_P06_fc7e07947e7bd25b,67htnzmwbb.1,P06,2,number,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_3_5_Izquierda/Ciclo_3_5_Izquierda_2.mp4,Ciclo_3_5_Izquierda_2,pending,,
mendeley_labeled611_P06_cfe92ff73d79a655,67htnzmwbb.1,P06,2,number,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_4_5_Derecha/Ciclo_4_5_Derecha_2.mp4,Ciclo_4_5_Derecha_2,pending,,
mendeley_labeled611_P06_ed67babce35a7441,67htnzmwbb.1,P06,2,number,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_4_5_Izquierda/Ciclo_4_5_Izquierda_2.mp4,Ciclo_4_5_Izquierda_2,pending,,
mendeley_labeled611_P06_2bc233da5230367b,67htnzmwbb.1,P06,2,number,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_5_5_Derecha/Ciclo_5_5_Derecha_2.mp4,Ciclo_5_5_Derecha_2,pending,,
mendeley_labeled611_P06_835feec1acc35b47,67htnzmwbb.1,P06,2,number,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_5_5_Izquierda/Ciclo_5_5_Izquierda_2.mp4,Ciclo_5_5_Izquierda_2,pending,,
mendeley_labeled611_P06_ecc2e4f209dd7435,67htnzmwbb.1,P06,3,number,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #6 to #11/persona_6/Ciclo_1_5_Derecha/Ciclo_1_5_Derecha_3.mp4,Ciclo_1_5_Derecha_3,pending,,
