sample_id,source_dataset,participant_id,label_lsm,label_group,label_status,split_external,video_internal_path,source_filename_stem,feature_status,feature_path,feature_error
mendeley_labeled15_P01_833e494377a30520,5s4mt7xrd9.1,P01,q,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_1_5_Derecha/Ciclo_1_5_Derecha_q.mp4,Ciclo_1_5_Derecha_q,pending,,
mendeley_labeled15_P01_aafb79cc644b41d5,5s4mt7xrd9.1,P01,q,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_1_5_Izquierda/Ciclo_1_5_Izquierda_q.mp4,Ciclo_1_5_Izquierda_q,pending,,
mendeley_labeled15_P01_054ed6a54272c28a,5s4mt7xrd9.1,P01,q,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_2_5_Derecha/Ciclo_2_5_Derecha_q.mp4,Ciclo_2_5_Derecha_q,pending,,
mendeley_labeled15_P01_b26c6d07f71d0515,5s4mt7xrd9.1,P01,q,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_2_5_Izquierda/Ciclo_2_5_Izquierda_q.mp4,Ciclo_2_5_Izquierda_q,pending,,
mendeley_labeled15_P01_3ec52dada5fa5ae4,5s4mt7xrd9.1,P01,q,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_3_5_Derecha/Ciclo_3_5_Derecha_q.mp4,Ciclo_3_5_Derecha_q,pending,,
mendeley_labeled15_P01_d0841405d99c4573,5s4mt7xrd9.1,P01,q,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_3_5_Izquierda/Ciclo_3_5_Izquierda_q.mp4,Ciclo_3_5_Izquierda_q,pending,,
mendeley_labeled15_P01_55538aa0802cb519,5s4mt7xrd9.1,P01,q,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_4_5_Derecha/Ciclo_4_5_Derecha_q.mp4,Ciclo_4_5_Derecha_q,pending,,
mendeley_labeled15_P01_5c6b7801fa12e666,5s4mt7xrd9.1,P01,q,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_4_5_Izquierda/Ciclo_4_5_Izquierda_q.mp4,Ciclo_4_5_Izquierda_q,pending,,
mendeley_labeled15_P01_c786f36d861f6024,5s4mt7xrd9.1,P01,q,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_5_5_Derecha/Ciclo_5_5_Derecha_q.mp4,Ciclo_5_5_Derecha_q,pending,,
mendeley_labeled15_P01_2acf1667fd11c17f,5s4mt7xrd9.1,P01,q,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_5_5_Izquierda/Ciclo_5_5_Izquierda_q.mp4,Ciclo_5_5_Izquierda_q,pending,,
mendeley_labeled15_P01_ddde8cbab16d23a6,5s4mt7xrd9.1,P01,r,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_1_5_Derecha/Ciclo_1_5_Derecha_r.mp4,Ciclo_1_5_Derecha_r,pending,,
mendeley_labeled15_P01_9f234059f99d4491,5s4mt7xrd9.1,P01,r,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_1_5_Izquierda/Ciclo_1_5_Izquierda_r.mp4,Ciclo_1_5_Izquierda_r,pending,,
mendeley_labeled15_P01_e6641987fb26e101,5s4mt7xrd9.1,P01,r,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_2_5_Derecha/Ciclo_2_5_Derecha_r.mp4,Ciclo_2_5_Derecha_r,pending,,
mendeley_labeled15_P01_32b2309e14e2e3cd,5s4mt7xrd9.1,P01,r,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_2_5_Izquierda/Ciclo_2_5_Izquierda_r.mp4,Ciclo_2_5_Izquierda_r,pending,,
mendeley_labeled15_P01_9082a74f0c8cf7b2,5s4mt7xrd9.1,P01,r,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_3_5_Derecha/Ciclo_3_5_Derecha_r.mp4,Ciclo_3_5_Derecha_r,pending,,
mendeley_labeled15_P01_c4be06f6b71ecdc3,5s4mt7xrd9.1,P01,r,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_3_5_Izquierda/Ciclo_3_5_Izquierda_r.mp4,Ciclo_3_5_Izquierda_r,pending,,
mendeley_labeled15_P01_6c20a02f6b097736,5s4mt7xrd9.1,P01,r,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_4_5_Derecha/Ciclo_4_5_Derecha_r.mp4,Ciclo_4_5_Derecha_r,pending,,
mendeley_labeled15_P01_011cf69f840e20bd,5s4mt7xrd9.1,P01,r,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_4_5_Izquierda/Ciclo_4_5_Izquierda_r.mp4,Ciclo_4_5_Izquierda_r,pending,,
mendeley_labeled15_P01_d874ce72676d7a8f,5s4mt7xrd9.1,P01,r,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_5_5_Derecha/Ciclo_5_5_Derecha_r.mp4,Ciclo_5_5_Derecha_r,pending,,
mendeley_labeled15_P01_e1748df0a5acaa97,5s4mt7xrd9.1,P01,r,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_5_5_Izquierda/Ciclo_5_5_Izquierda_r.mp4,Ciclo_5_5_Izquierda_r,pending,,
mendeley_labeled15_P01_fe509bd670bcd667,5s4mt7xrd9.1,P01,rr,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_1_5_Derecha/Ciclo_1_5_Derecha_rr.mp4,Ciclo_1_5_Derecha_rr,pending,,
mendeley_labeled15_P01_0570467c4b1f1c15,5s4mt7xrd9.1,P01,rr,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_1_5_Izquierda/Ciclo_1_5_Izquierda_rr.mp4,Ciclo_1_5_Izquierda_rr,pending,,
mendeley_labeled15_P01_979a31098804578b,5s4mt7xrd9.1,P01,rr,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_2_5_Derecha/Ciclo_2_5_Derecha_rr.mp4,Ciclo_2_5_Derecha_rr,pending,,
mendeley_labeled15_P01_d9d21c9e97c113d3,5s4mt7xrd9.1,P01,rr,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_2_5_Izquierda/Ciclo_2_5_Izquierda_rr.mp4,Ciclo_2_5_Izquierda_rr,pending,,
mendeley_labeled15_P01_b65d46a0e1f6cb59,5s4mt7xrd9.1,P01,rr,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_3_5_Derecha/Ciclo_3_5_Derecha_rr.mp4,Ciclo_3_5_Derecha_rr,pending,,
mendeley_labeled15_P01_5a6493c70bcfb7ff,5s4mt7xrd9.1,P01,rr,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_3_5_Izquierda/Ciclo_3_5_Izquierda_rr.mp4,Ciclo_3_5_Izquierda_rr,pending,,
mendeley_labeled15_P01_c36350eed8dc5fbf,5s4mt7xrd9.1,P01,rr,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_4_5_Derecha/Ciclo_4_5_Derecha_rr.mp4,Ciclo_4_5_Derecha_rr,pending,,
mendeley_labeled15_P01_780f28ff801e7d3f,5s4mt7xrd9.1,P01,rr,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_4_5_Izquierda/Ciclo_4_5_Izquierda_rr.mp4,Ciclo_4_5_Izquierda_rr,pending,,
mendeley_labeled15_P01_17c805c10d5e840b,5s4mt7xrd9.1,P01,rr,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_5_5_Derecha/Ciclo_5_5_Derecha_rr.mp4,Ciclo_5_5_Derecha_rr,pending,,
mendeley_labeled15_P01_a16c152ca50c780c,5s4mt7xrd9.1,P01,rr,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_5_5_Izquierda/Ciclo_5_5_Izquierda_rr.mp4,Ciclo_5_5_Izquierda_rr,pending,,
mendeley_labeled15_P01_999db045a5cf4c13,5s4mt7xrd9.1,P01,s,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_1_5_Derecha/Ciclo_1_5_Derecha_s.mp4,Ciclo_1_5_Derecha_s,pending,,
mendeley_labeled15_P01_6a5fcdc3b851e2b7,5s4mt7xrd9.1,P01,s,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_1_5_Izquierda/Ciclo_1_5_Izquierda_s.mp4,Ciclo_1_5_Izquierda_s,pending,,
mendeley_labeled15_P01_3328a7ab6d327635,5s4mt7xrd9.1,P01,s,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_2_5_Derecha/Ciclo_2_5_Derecha_s.mp4,Ciclo_2_5_Derecha_s,pending,,
mendeley_labeled15_P01_5669db31792ffcba,5s4mt7xrd9.1,P01,s,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_2_5_Izquierda/Ciclo_2_5_Izquierda_s.mp4,Ciclo_2_5_Izquierda_s,pending,,
mendeley_labeled15_P01_8afa65fae934a9f9,5s4mt7xrd9.1,P01,s,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_3_5_Derecha/Ciclo_3_5_Derecha_s.mp4,Ciclo_3_5_Derecha_s,pending,,
mendeley_labeled15_P01_2addb8de008fe00d,5s4mt7xrd9.1,P01,s,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_3_5_Izquierda/Ciclo_3_5_Izquierda_s.mp4,Ciclo_3_5_Izquierda_s,pending,,
mendeley_labeled15_P01_c023e9c30e62f305,5s4mt7xrd9.1,P01,s,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_4_5_Derecha/Ciclo_4_5_Derecha_s.mp4,Ciclo_4_5_Derecha_s,pending,,
mendeley_labeled15_P01_a7d55e12a2da8a84,5s4mt7xrd9.1,P01,s,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_4_5_Izquierda/Ciclo_4_5_Izquierda_s.mp4,Ciclo_4_5_Izquierda_s,pending,,
mendeley_labeled15_P01_ab5c053b41972f09,5s4mt7xrd9.1,P01,s,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_5_5_Derecha/Ciclo_5_5_Derecha_s.mp4,Ciclo_5_5_Derecha_s,pending,,
mendeley_labeled15_P01_aa033e524be673ba,5s4mt7xrd9.1,P01,s,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_5_5_Izquierda/Ciclo_5_5_Izquierda_s.mp4,Ciclo_5_5_Izquierda_s,pending,,
mendeley_labeled15_P01_ad3b48473d861261,5s4mt7xrd9.1,P01,t,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_1_5_Derecha/Ciclo_1_5_Derecha_t.mp4,Ciclo_1_5_Derecha_t,pending,,
mendeley_labeled15_P01_c32d6c20c20311cc,5s4mt7xrd9.1,P01,t,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_1_5_Izquierda/Ciclo_1_5_Izquierda_t.mp4,Ciclo_1_5_Izquierda_t,pending,,
mendeley_labeled15_P01_9e838bdf40e9accc,5s4mt7xrd9.1,P01,t,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_2_5_Derecha/Ciclo_2_5_Derecha_t.mp4,Ciclo_2_5_Derecha_t,pending,,
mendeley_labeled15_P01_2f2b2bc344de05ae,5s4mt7xrd9.1,P01,t,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_2_5_Izquierda/Ciclo_2_5_Izquierda_t.mp4,Ciclo_2_5_Izquierda_t,pending,,
mendeley_labeled15_P01_d30dfa2fc18f6e38,5s4mt7xrd9.1,P01,t,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_3_5_Derecha/Ciclo_3_5_Derecha_t.mp4,Ciclo_3_5_Derecha_t,pending,,
mendeley_labeled15_P01_007b919991e313f7,5s4mt7xrd9.1,P01,t,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_3_5_Izquierda/Ciclo_3_5_Izquierda_t.mp4,Ciclo_3_5_Izquierda_t,pending,,
mendeley_labeled15_P01_f86a09ed6626842c,5s4mt7xrd9.1,P01,t,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_4_5_Derecha/Ciclo_4_5_Derecha_t.mp4,Ciclo_4_5_Derecha_t,pending,,
mendeley_labeled15_P01_84a3c0ce5626e3ce,5s4mt7xrd9.1,P01,t,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_4_5_Izquierda/Ciclo_4_5_Izquierda_t.mp4,Ciclo_4_5_Izquierda_t,pending,,
mendeley_labeled15_P01_64f9f5db708913e6,5s4mt7xrd9.1,P01,t,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_5_5_Derecha/Ciclo_5_5_Derecha_t.mp4,Ciclo_5_5_Derecha_t,pending,,
mendeley_labeled15_P01_162b920629472390,5s4mt7xrd9.1,P01,t,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_5_5_Izquierda/Ciclo_5_5_Izquierda_t.mp4,Ciclo_5_5_Izquierda_t,pending,,
mendeley_labeled15_P01_0b142874df9fe0b8,5s4mt7xrd9.1,P01,u,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_1_5_Derecha/Ciclo_1_5_Derecha_u.mp4,Ciclo_1_5_Derecha_u,pending,,
mendeley_labeled15_P01_db983944a82ab171,5s4mt7xrd9.1,P01,u,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_1_5_Izquierda/Ciclo_1_5_Izquierda_u.mp4,Ciclo_1_5_Izquierda_u,pending,,
mendeley_labeled15_P01_5d8469d72ffd476f,5s4mt7xrd9.1,P01,u,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_2_5_Derecha/Ciclo_2_5_Derecha_u.mp4,Ciclo_2_5_Derecha_u,pending,,
mendeley_labeled15_P01_c32f2169d88b5178,5s4mt7xrd9.1,P01,u,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_2_5_Izquierda/Ciclo_2_5_Izquierda_u.mp4,Ciclo_2_5_Izquierda_u,pending,,
mendeley_labeled15_P01_1084f14800ca52a7,5s4mt7xrd9.1,P01,u,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_3_5_Derecha/Ciclo_3_5_Derecha_u.mp4,Ciclo_3_5_Derecha_u,pending,,
mendeley_labeled15_P01_c4dca4c3e1d28016,5s4mt7xrd9.1,P01,u,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_3_5_Izquierda/Ciclo_3_5_Izquierda_u.mp4,Ciclo_3_5_Izquierda_u,pending,,
mendeley_labeled15_P01_755250de6f8f9fbc,5s4mt7xrd9.1,P01,u,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_4_5_Derecha/Ciclo_4_5_Derecha_u.mp4,Ciclo_4_5_Derecha_u,pending,,
mendeley_labeled15_P01_ac9db5b099253bc0,5s4mt7xrd9.1,P01,u,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_4_5_Izquierda/Ciclo_4_5_Izquierda_u.mp4,Ciclo_4_5_Izquierda_u,pending,,
mendeley_labeled15_P01_7b5ed427da10c6a7,5s4mt7xrd9.1,P01,u,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_5_5_Derecha/Ciclo_5_5_Derecha_u.mp4,Ciclo_5_5_Derecha_u,pending,,
mendeley_labeled15_P01_60978ce4b23b1fb6,5s4mt7xrd9.1,P01,u,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_5_5_Izquierda/Ciclo_5_5_Izquierda_u.mp4,Ciclo_5_5_Izquierda_u,pending,,
mendeley_labeled15_P01_bff46406d926427c,5s4mt7xrd9.1,P01,v,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_1_5_Derecha/Ciclo_1_5_Derecha_v.mp4,Ciclo_1_5_Derecha_v,pending,,
mendeley_labeled15_P01_76760b20effebe11,5s4mt7xrd9.1,P01,v,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_1_5_Izquierda/Ciclo_1_5_Izquierda_v.mp4,Ciclo_1_5_Izquierda_v,pending,,
mendeley_labeled15_P01_c4e344a1a2c29a8d,5s4mt7xrd9.1,P01,v,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_2_5_Derecha/Ciclo_2_5_Derecha_v.mp4,Ciclo_2_5_Derecha_v,pending,,
mendeley_labeled15_P01_877dc571d6df590c,5s4mt7xrd9.1,P01,v,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_2_5_Izquierda/Ciclo_2_5_Izquierda_v.mp4,Ciclo_2_5_Izquierda_v,pending,,
mendeley_labeled15_P01_01afde934183ca9e,5s4mt7xrd9.1,P01,v,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_3_5_Derecha/Ciclo_3_5_Derecha_v.mp4,Ciclo_3_5_Derecha_v,pending,,
mendeley_labeled15_P01_a42f94a617aab80e,5s4mt7xrd9.1,P01,v,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_3_5_Izquierda/Ciclo_3_5_Izquierda_v.mp4,Ciclo_3_5_Izquierda_v,pending,,
mendeley_labeled15_P01_4d249f9a415fa2a7,5s4mt7xrd9.1,P01,v,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_4_5_Derecha/Ciclo_4_5_Derecha_v.mp4,Ciclo_4_5_Derecha_v,pending,,
mendeley_labeled15_P01_b10e523cadda8dd3,5s4mt7xrd9.1,P01,v,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_4_5_Izquierda/Ciclo_4_5_Izquierda_v.mp4,Ciclo_4_5_Izquierda_v,pending,,
mendeley_labeled15_P01_fcaab6c4a9b0f56b,5s4mt7xrd9.1,P01,v,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_5_5_Derecha/Ciclo_5_5_Derecha_v.mp4,Ciclo_5_5_Derecha_v,pending,,
mendeley_labeled15_P01_59485dc1261f9a35,5s4mt7xrd9.1,P01,v,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_5_5_Izquierda/Ciclo_5_5_Izquierda_v.mp4,Ciclo_5_5_Izquierda_v,pending,,
mendeley_labeled15_P01_a61f6e5d75cc6de8,5s4mt7xrd9.1,P01,w,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_1_5_Derecha/Ciclo_1_5_Derecha_w.mp4,Ciclo_1_5_Derecha_w,pending,,
mendeley_labeled15_P01_a554653580c31a5e,5s4mt7xrd9.1,P01,w,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_1_5_Izquierda/Ciclo_1_5_Izquierda_w.mp4,Ciclo_1_5_Izquierda_w,pending,,
mendeley_labeled15_P01_858a190b3e361993,5s4mt7xrd9.1,P01,w,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_2_5_Derecha/Ciclo_2_5_Derecha_w.mp4,Ciclo_2_5_Derecha_w,pending,,
mendeley_labeled15_P01_6fc5fefc749fa526,5s4mt7xrd9.1,P01,w,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_2_5_Izquierda/Ciclo_2_5_Izquierda_w.mp4,Ciclo_2_5_Izquierda_w,pending,,
mendeley_labeled15_P01_c7b99763f98543ec,5s4mt7xrd9.1,P01,w,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_3_5_Derecha/Ciclo_3_5_Derecha_w.mp4,Ciclo_3_5_Derecha_w,pending,,
mendeley_labeled15_P01_87890763cbc667d9,5s4mt7xrd9.1,P01,w,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_3_5_Izquierda/Ciclo_3_5_Izquierda_w.mp4,Ciclo_3_5_Izquierda_w,pending,,
mendeley_labeled15_P01_b3fdd49f040e04c4,5s4mt7xrd9.1,P01,w,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_4_5_Derecha/Ciclo_4_5_Derecha_w.mp4,Ciclo_4_5_Derecha_w,pending,,
mendeley_labeled15_P01_b1c78ad379802819,5s4mt7xrd9.1,P01,w,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_4_5_Izquierda/Ciclo_4_5_Izquierda_w.mp4,Ciclo_4_5_Izquierda_w,pending,,
mendeley_labeled15_P01_333f37226558a2f5,5s4mt7xrd9.1,P01,w,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_5_5_Derecha/Ciclo_5_5_Derecha_w.mp4,Ciclo_5_5_Derecha_w,pending,,
mendeley_labeled15_P01_9499717bc48a5180,5s4mt7xrd9.1,P01,w,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_5_5_Izquierda/Ciclo_5_5_Izquierda_w.mp4,Ciclo_5_5_Izquierda_w,pending,,
mendeley_labeled15_P01_3315c47328b2b694,5s4mt7xrd9.1,P01,x,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_1_5_Derecha/Ciclo_1_5_Derecha_x.mp4,Ciclo_1_5_Derecha_x,pending,,
mendeley_labeled15_P01_085e76389b00ce33,5s4mt7xrd9.1,P01,x,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_1_5_Izquierda/Ciclo_1_5_Izquierda_x.mp4,Ciclo_1_5_Izquierda_x,pending,,
mendeley_labeled15_P01_ed5cbde737b489c6,5s4mt7xrd9.1,P01,x,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_2_5_Derecha/Ciclo_2_5_Derecha_x.mp4,Ciclo_2_5_Derecha_x,pending,,
mendeley_labeled15_P01_0313556eaab1d494,5s4mt7xrd9.1,P01,x,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_2_5_Izquierda/Ciclo_2_5_Izquierda_x.mp4,Ciclo_2_5_Izquierda_x,pending,,
mendeley_labeled15_P01_4a6a1ec6c165fbb8,5s4mt7xrd9.1,P01,x,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_3_5_Derecha/Ciclo_3_5_Derecha_x.mp4,Ciclo_3_5_Derecha_x,pending,,
mendeley_labeled15_P01_808742079ae4d0d6,5s4mt7xrd9.1,P01,x,dactylology,accepted,train,Mexican Sign Languages Dactylology and Ten First Numbers - Labeled images and videos. From person #1 to #5/persona_1/Ciclo_3_5_Izquierda/Ciclo_3_5_Izquierda_x.mp4,Ciclo_3_5_Izquierda_x,pending,,
