sample_id,label_lsm_static,performer_index_unverified,source_v1_relative_path,source_v1_sha256,canonical_relative_path,canonical_sha256,source_centroid_x,source_centroid_y,source_centroid_z,source_radius,content_duplicate_group_size,is_duplicate_content,is_quarantined_duplicate_copy,split,dataset_doi,license
e8,E,8,E\e8.txt,d785f4bdb643d15f6b66ce5caf23540eae1cea20ce173b63006f8575f36455e1,E\e8.npy,4a588cf0b28ac42fc070895ebae26f66c6ff83b29d44e4ea9de32766bfba9de1,-5.977011445166576e-09,9.195402312999163e-09,3.2183907788233276e-09,1.0000002739513951,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
e9,E,9,E\e9.txt,56de1baf85f4f797d346db39b72d5c9f30b294f9334a057441b0dd59011a56dd,E\e9.npy,46443def5e68995da46ae1a7b16415f1a333ad145859420c7fa4157d7e648f46,-0.010761648405349837,-0.01075798739711933,-0.0009800946502057594,0.9981471144730718,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
f1,F,1,F\f1.txt,d3093271c61aaed5f92ab41d3f8c65356e395a60b2c3fc244e7951a20193d703,F\f1.npy,7a47d059d930b62ee6d6b70cbb12499a23970ed1ce85cfeb1187567165834a2c,-0.00434625639894087,-0.00665006487202118,0.0010186632833186211,1.0059370850469485,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
f10,F,10,F\f10.txt,578b532e513aaf44ac1c670bd85304d9222eddd814e509996bc619fe655a70c1,F\f10.npy,901ad2f4dcd6a763828911d301dc722b922c48605aa939667c19c4bb94c035dc,-1.6299918527870226e-09,-2.1733230960003582e-09,2.7166530779316467e-09,1.0000003005072695,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
f11,F,11,F\f11.txt,680321d80070b097d15171e690a40bbefd90ff91025cfb46100c4558083fff65,F\f11.npy,68a834569bb1f4bcbb8a397824e6c00d7559743602a02034d9b200a4c61b830d,-8.090614891077976e-09,-2.265372259215758e-09,1.2944983845236302e-09,1.0000000251472267,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
f12,F,12,F\f12.txt,7d036605d2e5aa703e500d27d66f3ca256e71a29f7e1d5211df636959e2611cc,F\f12.npy,e0db3e3794fe73a9c2b216b0aea202a34ffbbfc42c751f1bf39f8e4ea497b15e,-1.5010351967143717e-08,-3.881987355965368e-09,2.0703933701065676e-09,0.9999995276718436,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
f13,F,13,F\f13.txt,bf863517f5d34488d9aeafb5fcd3a52807dbfa05d08820951e7c786491793b2b,F\f13.npy,d5a20e7f94f9867e95f75afd2de31e9fbba8cce6645e1222f17561e653cc7801,-7.328447696889056e-09,-6.662220743250327e-10,-5.996002663079291e-09,1.000000298052992,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
f14,F,14,F\f14.txt,ae5ec28e22299e7625548d89fddb0f372ab9874c6b568dd7f6787795c1eff4e4,F\f14.npy,60a4560a9540a7fa0821f060ce2d50be7357ec06c0b9681cc772908944aa17ee,1.0900140689586529e-08,-1.4064696929374725e-09,3.5161743803197416e-09,1.000000279682918,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
f15,F,15,F\f15.txt,fa9c28fdc820c3f0eeb576473cf22fabe6b70bfc84e0d3d38947c5943432cec0,F\f15.npy,ae59d52b8072de4215ac436f0dd57967281f78d37e1c4ba3ec2019a10965b9e6,-0.008364781026640657,-0.001056718323586755,0.00017723261858349835,0.993795400806572,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
f2,F,2,F\f2.txt,01de5e029df3142d51422a2374640126dab2641db1f60980f8d1fe19712bec72,F\f2.npy,77780e4088512ceec3a35193c697868436f1fff4d7e911a4219c53782a8a3a18,-0.003132463087248328,-0.005244664124466147,-0.0008440866381940222,1.0052907304540986,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
f3,F,3,F\f3.txt,3be50a18e6bbf43b094d03f89db004d9f2f407f9acb42b7984b5496d012f5886,F\f3.npy,8ac42a8cc6ae1adcf6a1ba1ca4456237d7fff18c4c784ecf3f0a344b7c1491f5,-1.0925976417426261e-09,-4.643540284601475e-09,-1.912045888106294e-09,0.9999999243931491,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
f4,F,4,F\f4.txt,fe0c8c417b5f194a1a3de361adae04145f5e3f634d342a6db081e5118e798f4d,F\f4.npy,63012fec7b9831a59e8f8d6565764e7d4db31d058d02de567a4848421c77ed2b,-4.5269350225814863e-10,-4.5269351185009356e-09,8.14848346978381e-09,0.9999996061195314,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
f5,F,5,F\f5.txt,b0fcc4d6c38afd650e0587dbac8315a77fc655a43228e48685870812c30d1a4e,F\f5.npy,dcfc66fff9cec0dd637247e1ab3029579f20a9c0d9a3f56b1896072822f3e023,3.5287198721856815e-09,-3.920802500328915e-10,-3.7247598890949494e-09,1.000000397511397,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
f6,F,6,F\f6.txt,aa82ae954d9a097eb7154286792c4978752ca0eb9aa7385cb1eb3016cedbcbe7,F\f6.npy,b05b75525378ca79cec451b6f79984db337e78d5db993a49fe143cffe721dbe5,-6.14533731288745e-10,3.533569508469633e-09,3.0726685863885077e-10,1.0000003023186927,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
f7,F,7,F\f7.txt,cd7e284845b3b4e9d4632dae004d595e4250f75086ac221eca74f0b6463be272,F\f7.npy,4280c23d582ddca6684e295fc925f3397be0aa58c89c5b9c663777834d5695c3,2.308935540607509e-09,-6.234125981392288e-09,2.0780420329410578e-09,0.9999999479251179,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
f8,F,8,F\f8.txt,23bca9e51568a798a7aac85d109ad9442e71225c0032221e9a4badee5de197a0,F\f8.npy,15a23ecd48c2a0825b78fb948abc1861fcce8c2ee37aa0041971cedcc1224704,-5.397301356384064e-09,-2.9985003211020727e-09,-5.99700149878303e-09,0.9999999079669335,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
f9,F,9,F\f9.txt,592f544827a34fcaadf2df9c690bd7f498e7453d74d149da169e11ec92a8a048,F\f9.npy,248012dd194783d4c750bf1b1c3661c50649b018fc30f02863b8f4d73cc0036d,-2.491280492701283e-09,1.993024623181173e-09,-5.231689094257291e-09,0.9999999030684269,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
g1,G,1,G\g1.txt,1becccc5a58cde04b7e3e97b5e459006ab26310ffe5dc306ac278f6623e795b3,G\g1.npy,4e42bc378332bb5d267ca8896daa90c87c36271254a13c6d6d656a0b7778914a,3.097345139083574e-09,3.984030411376115e-17,2.2566371675488242e-08,1.0000002697719594,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
g10,G,10,G\g10.txt,1c985fb4ba524a451a32c1f2a55922883493859206e584854f720c81391250e1,G\g10.npy,036e4ad63e6d02fe1d385da7dadc6d8e8a4e5c9ea819c8804aab54359348ad0f,0.09513684255899994,-0.20567149865237397,0.7844933981954957,0.10034766979990856,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
g11,G,11,G\g11.txt,63297c3e10d7ea0f67acded9e43036f3900efbc398f5238cee5ae29cc4063ff5,G\g11.npy,2844cce7ebf0226ffeb6aa14ae9cc3a849d44b289447c43a6c224cee78f46eea,-0.00017862645218945668,-0.010393909442954997,0.0014136672624367015,0.9987424098850887,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
g12,G,12,G\g12.txt,93572a2817d0e4e44e8f7ccee330c083de1aadb0ac1263cc52063a9fdfedbcc8,G\g12.npy,f4d5fc22c5ce69adaa70a4ce7aebc19ce4c008546878eb73c2e9260fbceb8c65,-0.0050268240088105695,-0.000719772687224654,0.00040076387665198245,0.999133237040652,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
g13,G,13,G\g13.txt,36e0b9f925265e9af3dff1da53f930eeeff1190369b81980db1d3930608fe186,G\g13.npy,3baf60b6e977f0ae992f8ebef086ffe254d0b59fa7c38c6c464676ed3dd467e9,-0.00048521516944594674,-0.007207499462076385,-0.0006677910166756386,1.0070545303333476,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
g14,G,14,G\g14.txt,ed345be0e085176530926b3720c1a52748ccc3f85dcbb075d2ec93baa3d47f21,G\g14.npy,7960a12f5084c7aff932dd537aaf99aa57a03500cb2e075ec57524b4853fa267,-0.021447503351133823,-0.1335462306060555,0.7689836736291713,0.1134388504440369,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
g15,G,15,G\g15.txt,a393a12cc4e24948992246402f0b7d4ec76f1ce39f3afcd3136c6cab46fd99b5,G\g15.npy,fddd7c95b9070fe468223ecaad445efbdc3f5ce5a5e477f93b63d7f71a62070f,0.08509609928039515,-0.12050527370558516,0.7809377471661588,0.09731087091865517,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
g2,G,2,G\g2.txt,88472dfec8ddf843322e4ef112ec3ea9dee5bf9fd2153c0f175b09741d6f1acc,G\g2.npy,75d99ca74f17b92ef90b9365cebfe0aa0dca626dcfdd0e63172b4a302fc8f16f,6.365740406764651e-09,1.157407501790372e-09,-2.8935183481410485e-10,0.9999995283798648,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
g3,G,3,G\g3.txt,8fe261c6e046f7fc08fc859449907ee89a828015409d2047d76bc1d046412c21,G\g3.npy,0237ee87f48d88e0185e5f5962895d76389d21a3345ff001d1348c4a6cdc9660,-2.8752185413064217e-10,-5.750433683951388e-10,2.8752155488435855e-10,1.0000002442026903,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
g4,G,4,G\g4.txt,b3620a608ac22f61f69120cf81894954c13f1a45a0700463abf145657d0b1a24,G\g4.npy,827f7bee7e3e1b36707992cabd4ed897a2796c29f87973740f0f1a6ef73268bf,3.3932811603934727e-09,1.0179842313524919e-09,6.786562878610913e-10,0.9999998850814752,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
g5,G,5,G\g5.txt,09ea590e3e78b18944849e9026aeff93584e1b0dd2492b3dcb3bd2eb5c2670da,G\g5.npy,375a9dacae48e294f6157db7aa56200436e19ed948ea655704e4945a1fab1140,-0.0026863830645161317,-0.003857361223118291,0.00020881283602150637,1.0004050246374887,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
g6,G,6,G\g6.txt,1f15940b867c93395f9e2214117cc53f807ec212ff14c325fa0aabeadf021ace,G\g6.npy,00b115d9c3bf578b4f98dab14a9737ee24a58d6ac1afc2bbb68b0a1dfb0573d4,-3.66233415559939e-10,1.6480496471473337e-09,1.0986998713925164e-09,1.0000002844781135,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
g7,G,7,G\g7.txt,569e8de45889cc1e9480bfc48ae53b900eef99c01ccd92a8c5a633d4c0013b8e,G\g7.npy,ee7169de89b963202f0029dd0d0da8f4b292d9d9113fdfe77e657b35ae1856a8,-9.915013988543657e-09,-2.8328603381879904e-10,-2.2662889562192572e-09,1.0000003070948116,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
g8,G,8,G\g8.txt,13a986f7ee1b96b0d58289281c8cfccad37d76d3e584c494253aec83926019e4,G\g8.npy,ec2806404470393a51becceb5e63b36e1a4759661b35fe37a5388596ba86b0cb,-4.576659102510816e-09,-3.922850763815538e-09,5.884275907673198e-09,1.0000000623030252,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
g9,G,9,G\g9.txt,2bbcc8f6d03d45543f16dc906a1853268c621832083ec0050f9a7d999d55f87e,G\g9.npy,871b5d5c81916e96627013028640a6af74c34a7b15885ae226b755a93e2c872d,-1.249687548838847e-09,-1.2496879026894847e-09,-6.99825044257971e-09,0.9999997610753693,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
h1,H,1,H\h1.txt,f52f874ddfd61e156b11fd8726ab29892f6f1bde5f673a989edd1e155243162d,H\h1.npy,734da81087e50fbe0c94c4141439f4bde5a455c30143285cd2f00ef901d5ac9c,2.1459227261154837e-09,6.437768213502521e-09,4.291845485012029e-09,1.0000003487821818,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
h10,H,10,H\h10.txt,d3449bff231abedf42b8a13dc2cafa4f4a23b04901d4d878c0be2f9974e49801,H\h10.npy,6f0c681d1314dca65fa46bcef92ac95783b0cc1065bfbc0b27e5eb3dc4556513,0.057973603850457855,-0.24483543088391924,0.7724758041000954,0.0892046951390974,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
h11,H,11,H\h11.txt,0e4456ec522bd15aba5f839cd50d10c7e66a30fffa83f38264a37c3b1ab88bff,H\h11.npy,f8cf7bc20b00bbc2b41ea9977b87b9a6bba2d455a01ce5fb844ce6d0a57ba535,-0.055346254166174016,-0.23879233911755893,0.7790648804530629,0.09020627026839845,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
h12,H,12,H\h12.txt,85231370685c2089714633815843f41b3bfe84e1830f0d0cf23f0e28a5ca168b,H\h12.npy,402f43bea1c616c53eb41569625f2d7b6dc9946b2c9661191a29dec6c3419e19,0.08324269575791898,-0.27396775112467087,0.7748372863789486,0.08090440806637972,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
h13,H,13,H\h13.txt,a0d232e356ccdc635ba033ff99ae9717a5c2769121055e2efcf6220e19219fd3,H\h13.npy,d12865c27c1493b274a5470c93a8e3b9ff3947e9357a1939d44bc9800178bf3a,0.05171758698082613,-0.1178751485019753,0.7806577192169498,0.1137643681439055,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
h14,H,14,H\h14.txt,c509ccec0cb60a7b361e60ad86ae316927adb2b6617a1afa1a9f05fa3a7ae7af,H\h14.npy,40a6d3ef3fb375d875b46034763f06545ee1f87872baf351915cb1166796ab05,2.803214561086154e-09,3.924499986348651e-09,-9.344047910158153e-10,0.9999998279396394,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
h15,H,15,H\h15.txt,71908fb456f9c00db30f369fb6e23b4541f3468db2f04a0b577b1118f9ffd469,H\h15.npy,5ce8102b42c3a272b1a33d0d65a5d9af87c5a3b4a1bc3378d51c1a13e0f8929a,1.8515101402511628e-10,-9.257543041107506e-10,-5.739677844457946e-09,0.9999999828498172,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
h2,H,2,H\h2.txt,f463e00ab6d6fa3975105f5c8a54aa68e3855957b84b3cbe1d99cd3d25522379,H\h2.npy,da2378d8b33887c86736ba8967570488602a6a58b0b7a47d91e3700dcba862c9,1.451800371720155e-09,-1.2485482022858207e-08,3.193960509723241e-09,1.0000001456297785,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
h3,H,3,H\h3.txt,c7cc2ce4d962db26db763c86cfaaeab92f9c0c18185dc94b093f688f76c92547,H\h3.npy,d55eebee1c2185f066459ead71d2544945871cfd8ea67ae9e8e8e151b7b326ca,1.5873014505665798e-09,5.820105919201983e-09,-3.703703683867311e-09,1.0000005388874127,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
h4,H,4,H\h4.txt,f1e918b1811b66d97d8703c1c7cf4b2f3b0c442c0796e385169926cccef4493e,H\h4.npy,fef2d650a156e7d5a07779d021abf1efd6c0eddbae477d39a0ef3e18fc6ac0d9,-6.0321721226557384e-09,1.0723860594548202e-08,-5.026809649870405e-09,1.0000002626778266,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
h5,H,5,H\h5.txt,4ab666c9f5f24a44c10c149e1f83646c5c5199155d8a7429899535f06c50f38c,H\h5.npy,13ed670601a087baa70d876fd1f0f554fe34a42c775674c93f9a0c6c43af462c,-2.308983775659017e-09,5.4575985529034985e-09,7.976490304169975e-09,1.0000002875861562,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
h6,H,6,H\h6.txt,3239443ab434a7aed2aaffcc06c04e8ed930051b0f36cde943755381bf8741a7,H\h6.npy,413c5b3e5385618541251c0985aeeab59a361e97b79bb31d5db1dded5c40e619,2.419842667761736e-09,-4.83968556619447e-09,2.4198427081651563e-09,1.0000002934824836,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
h7,H,7,H\h7.txt,8baf1f226103bd416729585cbb80578ad1827b6acaf5cb37a102d6f58f08130b,H\h7.npy,4554bdacdc82c11cd8e5c22b49760115487a69f9f61bee3f1d3a383744c9db3c,-2.7196086889769887e-10,-8.158826123846125e-10,-7.0709817865492525e-09,0.9999999740555884,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
h8,H,8,H\h8.txt,5c68acf7e6fbdba2d916b0fab6d616a5de976398f792b2a28ed7ad13493a41b3,H\h8.npy,1f41ad2b392adbd81c19455b9385ec8f7c0aec72df7c3530c32281931a721ef1,5.880623573282924e-10,2.3522495492544297e-09,1.76418698712854e-09,0.9999997276259937,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
h9,H,9,H\h9.txt,e2424dc0bc41cae9da472615e984ce14d6b4786feee98a993ac5a72af27e6b99,H\h9.npy,39fb8226dd86cd39e4f573169dc5919d6fb38b02905eb1c3f85a5df45b9358be,3.771686727347754e-09,-9.554941221270552e-09,-7.0404827928161834e-09,1.0000003490647178,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
i1,I,1,I\i1.txt,ced277f3d06e345ca6650c4196270c6148c11fb92711c5bb052888a6f55e6eed,I\i1.npy,36a301423ba78f860f631c8bd725578a69b2c6cc7b85c3b99097041d70c56d8d,-2.699875494086962e-17,-8.891523358595942e-09,3.556609354043738e-09,0.9999997859874472,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
i10,I,10,I\i10.txt,01d30bd74b83ae7aab859e3c9603b72802372a98f0d00a987480026da63a3ca8,I\i10.npy,76f624138f84f7fb9e4d5f71d59514ce15e83171d0d35f1423894f78889d9505,-3.589053382889225e-09,6.729475103127962e-09,-7.178106772717344e-09,0.9999997823911855,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
i11,I,11,I\i11.txt,c734e2b8109e18029137c53fb3dbc165413424d0727eba6c11436829f5856d9a,I\i11.npy,146c997bb7a2f750cdc0392666a88d6ef9c7eddf05785f1028a6f5bce8dcd9a4,5.759162295285881e-09,8.900523563662341e-09,-3.6649214647079924e-09,0.9999999989293111,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
i12,I,12,I\i12.txt,10ee4a8c5b1f13f51e922c2c2817d9a91367edea7ba857f2673f9c349b36d774,I\i12.npy,364c91ec405c9568423798a2ac4ea6bf364741a0f75337f8bb92ce8113526c34,7.739938101770914e-10,3.3539731748561454e-09,-2.579979376476606e-10,0.9999999114494323,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
i13,I,13,I\i13.txt,a8fc9068cd686ea2751a5be79266d213ce5e471b9d0a747dbf8fb5b7af0e5bc6,I\i13.npy,d41ce413e3fc1596805c52e700687365000197d51025b86af80eb69ecda20be1,-8.623795034620994e-18,5.221932113666111e-09,5.2219321116551e-09,1.000000307015471,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
i14,I,14,I\i14.txt,62f479ec60936eab1db5e8a32d1a0032d32c455ce806970e46e1fdb6f0952013,I\i14.npy,d50265d5e4db2eeaf2a8e9a36c829287d098f5caa4c40046ec1320facbbd0e4f,6.883604493966992e-09,-9.38673342801806e-09,1.877346684311362e-09,0.9999998624779293,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
i15,I,15,I\i15.txt,8c02880eaa52e9749feea08c0febc264f3d80d38f2949fa36f73c28cfb41462f,I\i15.npy,81d90399ab2fad295f69027cd063edb0cae16ba5b147007f08f4ea8815dd423a,-5.584512288944807e-09,-1.8615040858557888e-09,1.8615040961653163e-09,0.9999996035052743,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
i2,I,2,I\i2.txt,6fa3db23b3b74445219dcf2e05d0867b501dd9420cdab166e8472582e18ae0e5,I\i2.npy,0ec1ea0b57ae060eafc33aaa86893eb1737e0c2f1a082e55c3650d78c3c9cc6e,-1.4357502309863898e-09,8.614500829471849e-09,-6.460875788276511e-09,0.9999997802099795,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
i3,I,3,I\i3.txt,ec6cd9d550c15240b7451e8afa487184c3190356a056d28069c67c5f3551d1cc,I\i3.npy,22168cd365e4c23f34d3ec1631ea59f12191259b1c3d8596e7c28d801bf9f08a,-9.527299393099593e-09,1.0993034968538529e-09,-4.397215118691584e-09,1.0000003345390291,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
i4,I,4,I\i4.txt,ec0fc20d893a0305404762715159cae92de11221f9ebbf02bb7b4880d881cd51,I\i4.npy,bea75bd8660f86894878b372477ff5883d43e3edda4bd28c8d4efc61aca1168d,-6.666666672923478e-09,2.9629629647854585e-09,-7.407407411154108e-10,1.00000024367528,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
i5,I,5,I\i5.txt,bbd1c5f5f33a941cd7ad0fe2e32e9f6c61aa43e402d5b43948d5db4dc8c4e2c4,I\i5.npy,191886005cffce9866b5fedc4eb05cb45def384a3d23d5afa34b579d0d31f20e,-4.580852044421372e-09,-4.580852042272635e-09,6.871278057876591e-09,1.000000161481355,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
i6,I,6,I\i6.txt,55b4dd7501d2baf01997caf501f7cb28c7ee8c7589a159b9eb646a116e6985a8,I\i6.npy,12667f3d0067dab7e57cd27a4a7f345578e913069adf404d6896ceb239487a8b,-8.668730614645497e-09,-3.5087713716746158e-09,1.6511867513344427e-09,1.000000238369425,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
i7,I,7,I\i7.txt,ad0d908bd15ddebc2164d702a9340561f837219ff7c4491a483ce19549626100,I\i7.npy,7cc5383bb91e428e49cac39d0d6e389defbfeab3e3ba5c8b0ea10987c23cbadf,2.0889286709185996e-09,-7.162041370988777e-09,-5.96836769021668e-10,1.0000002161330679,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
i8,I,8,I\i8.txt,bb977f807d42a55452c26356f92ab69552813208c38b2015e63d90abb40bfe17,I\i8.npy,5db686194743c2b943c0ad1d180ab829a7fa8a88a943a8f7af2da3c1bccf2a83,-6.509764628324997e-09,4.0060089838923955e-09,-9.013520311955226e-09,1.000000339433925,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
i9,I,9,I\i9.txt,3307a0333bc32ec54b3f582cd50230ac1d792eef7fe099bb287dc9b01872c2d4,I\i9.npy,b5947236bee017d6bda0a65e1c604fa681e49f6e796ab6a02112fabc48e2cc8a,-6.851355354450003e-09,-1.191540078003994e-09,-2.0851951299670255e-09,0.9999996630171578,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
l1,L,1,L\l1.txt,525d41a8447ce3eb3f74d363f65041dd2fabe427dd2abb65fb1a5a0f151db36a,L\l1.npy,a1ffae14e9f590e95e6d52ebf9e60dec9baab1194bceb8984fda576290bcd3ea,-3.992016043523142e-09,1.2475050010694226e-08,1.3972055867310044e-08,1.0000004237402822,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
l10,L,10,L\l10.txt,169a203275d0f0732bc8b3b4fc5a0c4a4441cdb5236094d16c8e13343483adf4,L\l10.npy,7871bbe170eb8b16860914acb7d9f6244fc6db2633d0a79bcb8c18de2bba1074,0.07119139086355819,-0.2268729312768525,0.7788078988895418,0.09748060404381201,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
l11,L,11,L\l11.txt,3d0e9593eaea6552e27131956b1a29bc8bae734581dcb2ada68a69c70156b224,L\l11.npy,360ed2e4a51bc36f9252f39f599c2cb0ac80187e8734f364277f3d83d7d59e4b,-3.301419782980353e-10,1.9808518200865803e-09,-6.272697241409803e-09,1.00000023582136,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
l12,L,12,L\l12.txt,a7842437fd48ef6420d86f5ffadeae6a76b0486a336d89ad5f1f7a6af0768921,L\l12.npy,d1b825df2db05931b5ae2f7fa4b38ce9b77b243e5ea32c31bb84ba19fed3f61d,0.15137270323815274,-0.20818557929972759,0.7518853346362787,0.09726422607830408,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
l13,L,13,L\l13.txt,022834f13fbac29c9741a795d7d2d9c3018bbeb36266af969297c833ec4e9cb3,L\l13.npy,8d54f0e2ffe9aeb62cce489c49bc9c0629622de7d60278e3f620b90858eeb6f0,0.06706095320776198,-0.11719059484062484,0.7751011561178209,0.10529783052709299,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
l14,L,14,L\l14.txt,72758f55be24ef9f0d4aaee0da5571cfce90225ef3b952e1cfe6ae4f4af9028d,L\l14.npy,df65a8d16a0c77fb34aa45e8c8f93aba3a2ae61a06c36cf8efa6a8f9c2ce1391,-0.09291679275544498,-0.10190215657220691,0.7565871545193911,0.10755499298690355,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
l15,L,15,L\l15.txt,3d7e0326da38085511f45b035e7596878cd2f9722d477fe6c0d61749daf31a1e,L\l15.npy,60c625f3cdd22bd65973b14f1de5ff8dc8ff31dfe76b1467524c081ab1c295f5,1.0917030709368117e-09,6.113537542752156e-09,-2.838427951752308e-09,0.9999995987783277,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
l2,L,2,L\l2.txt,3c46d862d31b8c49dc2031ebc60967d930c889cd30344b46b7062321c8c70261,L\l2.npy,2074d4137adb9cd0fc1e8d81aa6ad13ebd47d9479e64f6309b44e593bf677637,-9.981285100893198e-09,6.23830326205454e-10,1.3724267000653873e-08,0.9999998631724603,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
l3,L,3,L\l3.txt,b2d0bc5b745bc4203b9cd04af14ef7a3a3c99b5f59534e3fe65bb2827f4bb16b,L\l3.npy,49cc78622ffa3a8aecfd0aa76c9f6f175f0541b6c8b3d167b233a1a33b30033e,4.428236452360873e-09,-2.604844840390302e-09,2.604844936045458e-10,0.9999998136622117,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
l4,L,4,L\l4.txt,5d4b12633f7b86f1648cb7bbc070001e107e608b825599f2beace158c57076d3,L\l4.npy,c7ad848a01bf2255efaf197db6bd62073311be49b4cf081318e2a9fa8ee48c86,-0.021062464045096898,0.020767379624903028,0.771443877983758,0.0690499886372486,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
l5,L,5,L\l5.txt,6edb6bb7b304fdb236d4b31fc8a60851c05e5f6ce3530ea31bf05d834ba7474b,L\l5.npy,5bc328a6412a505f80b405511402c10f8e702e9733c5eebc5fc8273b78c76bb4,-5.057167940692814e-09,3.078276191092133e-09,3.078276159662666e-09,1.0000002027378578,1,False,False,unassigned,10.17632/sjt79hnb2f.2,CC BY 4.0
